scheduled_id,property_id,begin_date,end_date,type_visit,status
169548,1,2022-01-13T10:00:00-03:00,2022-01-13T12:00:00-03:00,Visit,Cancelled
184763,1,2022-01-26T18:00:00-03:00,2022-01-26T20:00:00-03:00,Visit,Cancelled
186092,1,2022-01-28T12:00:00-03:00,2022-01-28T14:00:00-03:00,Visit,Cancelled
182497,1,2022-01-23T11:00:00-03:00,2022-01-23T13:00:00-03:00,Visit,Cancelled
182396,1,2022-01-23T10:00:00-03:00,2022-01-23T12:00:00-03:00,Visit,Cancelled
174344,1,2022-01-13T15:00:00-03:00,2022-01-13T17:00:00-03:00,Visit,Cancelled
172945,1,2022-01-11T12:00:00-03:00,2022-01-11T14:00:00-03:00,Visit,Cancelled
169547,1,2022-01-13T12:00:00-03:00,2022-01-13T14:00:00-03:00,Visit,Cancelled
169370,1,2022-01-10T12:00:00-03:00,2022-01-10T14:00:00-03:00,Visit,Cancelled
181607,2,2022-01-20T13:00:00-03:00,2022-01-20T15:00:00-03:00,Visit,Done
179000,2,2022-01-20T13:00:00-03:00,2022-01-20T15:00:00-03:00,Visit,Cancelled
177048,3,2022-01-14T19:30:00-03:00,2022-01-14T21:30:00-03:00,Visit,Done
167845,3,2022-01-14T16:00:00-03:00,2022-01-14T18:00:00-03:00,Visit,Cancelled
169262,3,2022-01-13T13:00:00-03:00,2022-01-13T15:00:00-03:00,Visit,Cancelled
172485,3,2022-01-16T19:00:00-03:00,2022-01-16T21:00:00-03:00,Visit,Cancelled
172651,3,2022-01-12T17:30:00-03:00,2022-01-12T19:30:00-03:00,Visit,Cancelled
174750,3,2022-01-14T18:00:00-03:00,2022-01-14T20:00:00-03:00,Visit,Cancelled
166477,3,2022-01-11T16:00:00-03:00,2022-01-11T18:00:00-03:00,Visit,Cancelled
164793,3,2022-01-10T13:00:00-03:00,2022-01-10T15:00:00-03:00,Visit,Done
172624,3,2022-01-13T12:00:00-03:00,2022-01-13T14:00:00-03:00,Visit,Cancelled
163162,3,2022-01-05T13:00:00-03:00,2022-01-05T15:00:00-03:00,Visit,Cancelled
164788,4,2022-01-03T10:00:00-03:00,2022-01-03T12:00:00-03:00,Visit,Cancelled
179126,5,2022-01-20T10:00:00-03:00,2022-01-20T12:00:00-03:00,Visit,Cancelled
179811,5,2022-01-26T10:00:00-03:00,2022-01-26T12:00:00-03:00,Visit,Cancelled
168308,5,2022-01-07T11:00:00-03:00,2022-01-07T13:00:00-03:00,Visit,Done
169044,5,2022-01-14T17:00:00-03:00,2022-01-14T19:00:00-03:00,Visit,Cancelled
173168,5,2022-01-15T18:30:00-03:00,2022-01-15T20:30:00-03:00,Visit,Cancelled
169043,5,2022-01-14T10:00:00-03:00,2022-01-14T12:00:00-03:00,Visit,Cancelled
169343,5,2022-01-10T17:00:00-03:00,2022-01-10T19:00:00-03:00,Visit,Cancelled
171942,5,2022-01-09T16:00:00-03:00,2022-01-09T18:00:00-03:00,Visit,Done
169042,5,2022-01-14T09:00:00-03:00,2022-01-14T11:00:00-03:00,Visit,Cancelled
192374,6,2022-02-05T10:00:00-03:00,2022-02-05T12:00:00-03:00,Visit,Cancelled
192154,6,2022-02-03T10:00:00-03:00,2022-02-03T12:00:00-03:00,Visit,Cancelled
192153,6,2022-02-04T10:00:00-03:00,2022-02-04T12:00:00-03:00,Visit,Cancelled
192151,6,2022-02-03T10:00:00-03:00,2022-02-03T12:00:00-03:00,Visit,Cancelled
172798,7,2022-01-11T21:00:00-03:00,2022-01-11T23:00:00-03:00,Visit,Cancelled
168766,7,2022-01-08T11:00:00-03:00,2022-01-08T13:00:00-03:00,Visit,Cancelled
164792,7,2022-01-10T16:00:00-03:00,2022-01-10T18:00:00-03:00,Visit,Done
160130,8,2022-01-03T11:00:00-03:00,2022-01-03T13:00:00-03:00,Visit,Cancelled
166464,9,2022-01-07T11:00:00-03:00,2022-01-07T13:00:00-03:00,Visit,Cancelled
167371,9,2022-01-10T13:00:00-03:00,2022-01-10T15:00:00-03:00,Visit,Cancelled
165579,9,2022-01-03T21:00:00-03:00,2022-01-03T23:00:00-03:00,Visit,Cancelled
164994,9,2022-01-02T12:00:00-03:00,2022-01-02T14:00:00-03:00,Visit,Cancelled
166201,10,2022-01-05T13:00:00-03:00,2022-01-05T15:00:00-03:00,Visit,Cancelled
163805,10,2022-01-04T19:00:00-03:00,2022-01-04T21:00:00-03:00,Visit,Cancelled
167764,10,2022-01-04T13:00:00-03:00,2022-01-04T15:00:00-03:00,Visit,Done
165340,10,2022-01-05T18:00:00-03:00,2022-01-05T20:00:00-03:00,Visit,Cancelled
186931,11,2022-01-28T12:00:00-03:00,2022-01-28T14:00:00-03:00,Visit,Done
176899,11,2022-01-20T13:00:00-03:00,2022-01-20T15:00:00-03:00,Visit,Cancelled
185996,11,2022-01-29T16:00:00-03:00,2022-01-29T18:00:00-03:00,Visit,Cancelled
184737,11,2022-01-26T17:00:00-03:00,2022-01-26T19:00:00-03:00,Visit,Cancelled
183358,11,2022-01-25T17:00:00-03:00,2022-01-25T19:00:00-03:00,Visit,Done
183770,11,2022-01-23T18:00:00-03:00,2022-01-23T20:00:00-03:00,Visit,Done
182314,11,2022-01-21T18:00:00-03:00,2022-01-21T20:00:00-03:00,Visit,Cancelled
180587,11,2022-01-20T17:00:00-03:00,2022-01-20T19:00:00-03:00,Visit,Cancelled
172086,11,2022-01-12T11:00:00-03:00,2022-01-12T13:00:00-03:00,Visit,Done
177903,12,2022-01-15T19:00:00-03:00,2022-01-15T21:00:00-03:00,Visit,Cancelled
163103,12,2022-01-04T10:00:00-03:00,2022-01-04T12:00:00-03:00,Visit,Cancelled
164182,13,2022-01-10T11:00:00-03:00,2022-01-10T13:00:00-03:00,Visit,Cancelled
164332,13,2022-01-01T16:00:00-03:00,2022-01-01T18:00:00-03:00,Visit,Cancelled
164335,13,2022-01-08T17:00:00-03:00,2022-01-08T19:00:00-03:00,Visit,Cancelled
163756,13,2022-01-02T13:00:00-03:00,2022-01-02T15:00:00-03:00,Visit,Cancelled
165839,14,2022-01-04T20:00:00-03:00,2022-01-04T22:00:00-03:00,Visit,Cancelled
166255,14,2022-01-05T12:00:00-03:00,2022-01-05T14:00:00-03:00,Visit,Cancelled
166293,14,2022-01-08T15:00:00-03:00,2022-01-08T17:00:00-03:00,Visit,Cancelled
165711,14,2022-01-04T13:00:00-03:00,2022-01-04T15:00:00-03:00,Visit,Cancelled
165965,14,2022-01-03T18:00:00-03:00,2022-01-03T20:00:00-03:00,Visit,Cancelled
167010,14,2022-01-11T10:00:00-03:00,2022-01-11T12:00:00-03:00,Visit,Cancelled
165054,14,2022-01-02T16:00:00-03:00,2022-01-02T18:00:00-03:00,Visit,Done
174416,15,2022-01-17T20:00:00-03:00,2022-01-17T22:00:00-03:00,Visit,Cancelled
179631,15,2022-01-18T15:00:00-03:00,2022-01-18T17:00:00-03:00,Visit,Done
162051,15,2022-01-04T12:00:00-03:00,2022-01-04T14:00:00-03:00,Visit,Cancelled
168550,16,2022-01-10T10:00:00-03:00,2022-01-10T12:00:00-03:00,Visit,Cancelled
169163,16,2022-01-10T16:00:00-03:00,2022-01-10T18:00:00-03:00,Visit,Cancelled
170392,16,2022-01-08T13:00:00-03:00,2022-01-08T15:00:00-03:00,Visit,Cancelled
167750,16,2022-01-08T14:00:00-03:00,2022-01-08T16:00:00-03:00,Visit,Cancelled
168617,16,2022-01-08T11:00:00-03:00,2022-01-08T13:00:00-03:00,Visit,Done
168157,16,2022-01-06T11:00:00-03:00,2022-01-06T13:00:00-03:00,Visit,Done
166254,16,2022-01-03T10:00:00-03:00,2022-01-03T12:00:00-03:00,Visit,Done
168433,17,2022-01-05T15:00:00-03:00,2022-01-05T17:00:00-03:00,Visit,Cancelled
174707,17,2022-01-16T17:00:00-03:00,2022-01-16T19:00:00-03:00,Visit,Cancelled
180673,17,2022-01-23T13:00:00-03:00,2022-01-23T15:00:00-03:00,Visit,Cancelled
181058,17,2022-01-21T15:00:00-03:00,2022-01-21T17:00:00-03:00,Visit,Cancelled
182019,17,2022-01-26T10:00:00-03:00,2022-01-26T12:00:00-03:00,Visit,Cancelled
180709,17,2022-01-24T15:00:00-03:00,2022-01-24T17:00:00-03:00,Visit,Cancelled
181051,17,2022-01-20T15:00:00-03:00,2022-01-20T17:00:00-03:00,Visit,Done
183544,18,2022-01-27T12:00:00-03:00,2022-01-27T14:00:00-03:00,Visit,Done
178592,18,2022-01-19T19:00:00-03:00,2022-01-19T21:00:00-03:00,Visit,Done
174591,18,2022-01-17T19:00:00-03:00,2022-01-17T21:00:00-03:00,Visit,Cancelled
171633,18,2022-01-15T11:00:00-03:00,2022-01-15T13:00:00-03:00,Visit,Cancelled
172499,18,2022-01-09T20:00:00-03:00,2022-01-10T03:00:00-03:00,Visit,Done
167017,18,2022-01-09T15:00:00-03:00,2022-01-09T17:00:00-03:00,Visit,Done
167230,18,2022-01-04T10:00:00-03:00,2022-01-04T12:00:00-03:00,Visit,Done
176814,19,2022-01-14T15:00:00-03:00,2022-01-14T17:00:00-03:00,Visit,Done
171368,19,2022-01-18T10:00:00-03:00,2022-01-18T12:00:00-03:00,Visit,Cancelled
174155,19,2022-01-14T12:00:00-03:00,2022-01-14T14:00:00-03:00,Visit,Cancelled
174592,19,2022-01-18T20:00:00-03:00,2022-01-18T22:00:00-03:00,Visit,Cancelled
170376,19,2022-01-09T11:00:00-03:00,2022-01-09T13:00:00-03:00,Visit,Cancelled
166906,19,2022-01-09T17:00:00-03:00,2022-01-09T19:00:00-03:00,Visit,Cancelled
165142,19,2022-01-03T15:00:00-03:00,2022-01-03T17:00:00-03:00,Visit,Cancelled
166495,19,2022-01-03T15:30:00-03:00,2022-01-03T17:30:00-03:00,Visit,Done
170962,20,2022-01-13T16:00:00-03:00,2022-01-13T18:00:00-03:00,Visit,Cancelled
167572,20,2022-01-06T15:00:00-03:00,2022-01-06T17:00:00-03:00,Visit,Cancelled
189638,21,2022-02-02T12:00:00-03:00,2022-02-02T14:00:00-03:00,Visit,Cancelled
189745,21,2022-02-06T14:00:00-03:00,2022-02-06T16:00:00-03:00,Visit,Cancelled
189631,21,2022-02-02T14:00:00-03:00,2022-02-02T16:00:00-03:00,Visit,Cancelled
190404,21,2022-01-31T16:30:00-03:00,2022-01-31T18:30:00-03:00,Visit,Done
186389,21,2022-01-28T16:00:00-03:00,2022-01-28T18:00:00-03:00,Visit,Cancelled
177147,22,2022-01-17T15:00:00-03:00,2022-01-17T17:00:00-03:00,Visit,Cancelled
178427,22,2022-01-22T19:00:00-03:00,2022-01-22T21:00:00-03:00,Visit,Cancelled
179814,22,2022-01-24T17:00:00-03:00,2022-01-24T19:00:00-03:00,Visit,Cancelled
174974,22,2022-01-17T17:00:00-03:00,2022-01-17T19:00:00-03:00,Visit,Done
178688,22,2022-01-17T22:00:00-03:00,2022-01-18T05:00:00-03:00,Visit,Done
175988,22,2022-01-14T12:00:00-03:00,2022-01-14T14:00:00-03:00,Visit,Cancelled
170710,22,2022-01-13T12:30:00-03:00,2022-01-13T14:30:00-03:00,Visit,Done
173602,22,2022-01-12T20:00:00-03:00,2022-01-12T22:00:00-03:00,Visit,Cancelled
172230,22,2022-01-11T10:00:00-03:00,2022-01-11T12:00:00-03:00,Visit,Cancelled
165443,23,2022-01-03T15:00:00-03:00,2022-01-03T17:00:00-03:00,Visit,Cancelled
170214,24,2022-01-09T14:00:00-03:00,2022-01-09T16:00:00-03:00,Visit,Cancelled
172380,24,2022-01-10T18:00:00-03:00,2022-01-10T20:00:00-03:00,Visit,Cancelled
169403,24,2022-01-10T18:00:00-03:00,2022-01-10T20:00:00-03:00,Visit,Cancelled
166948,24,2022-01-11T12:00:00-03:00,2022-01-11T14:00:00-03:00,Visit,Cancelled
167367,24,2022-01-05T20:00:00-03:00,2022-01-05T22:00:00-03:00,Visit,Cancelled
168250,25,2022-01-15T19:00:00-03:00,2022-01-15T21:00:00-03:00,Visit,Cancelled
166811,25,2022-01-12T10:00:00-03:00,2022-01-12T12:00:00-03:00,Visit,Cancelled
172911,25,2022-01-14T13:00:00-03:00,2022-01-14T15:00:00-03:00,Visit,Cancelled
171333,25,2022-01-10T11:00:00-03:00,2022-01-10T13:00:00-03:00,Visit,Done
172166,25,2022-01-10T19:00:00-03:00,2022-01-10T21:00:00-03:00,Visit,Cancelled
166532,25,2022-01-05T15:00:00-03:00,2022-01-05T17:00:00-03:00,Visit,Done
168729,25,2022-01-05T14:00:00-03:00,2022-01-05T16:00:00-03:00,Visit,Done
194501,26,2022-02-12T11:00:00-03:00,2022-02-12T13:00:00-03:00,Visit,Cancelled
195093,26,2022-02-12T14:00:00-03:00,2022-02-12T16:00:00-03:00,Visit,Cancelled
195094,26,2022-02-08T17:00:00-03:00,2022-02-08T19:00:00-03:00,Visit,Cancelled
171833,27,2022-01-11T19:00:00-03:00,2022-01-11T21:00:00-03:00,Visit,Cancelled
180044,27,2022-01-24T11:00:00-03:00,2022-01-24T13:00:00-03:00,Visit,Cancelled
178680,27,2022-01-24T11:10:00-03:00,2022-01-24T13:00:00-03:00,Visit,Cancelled
174332,27,2022-01-24T11:20:00-03:00,2022-01-24T13:00:00-03:00,Visit,Cancelled
182747,27,2022-01-26T12:00:00-03:00,2022-01-26T14:00:00-03:00,Visit,Cancelled
181882,27,2022-01-20T09:30:00-03:00,2022-01-20T11:30:00-03:00,Visit,Done
171627,27,2022-01-18T12:00:00-03:00,2022-01-18T14:00:00-03:00,Visit,Done
176126,27,2022-01-13T17:30:00-03:00,2022-01-13T19:00:00-03:00,Visit,Done
168091,27,2022-01-12T10:00:00-03:00,2022-01-12T12:00:00-03:00,Visit,Cancelled
171831,27,2022-01-11T10:00:00-03:00,2022-01-11T12:00:00-03:00,Visit,Cancelled
179284,28,2022-01-22T16:00:00-03:00,2022-01-22T18:00:00-03:00,Visit,Cancelled
178497,28,2022-01-17T15:30:00-03:00,2022-01-17T18:00:00-03:00,Visit,Done
177764,28,2022-01-17T17:00:00-03:00,2022-01-17T19:00:00-03:00,Visit,Done
199292,29,2022-02-14T19:00:00-03:00,2022-02-14T21:00:00-03:00,Visit,Cancelled
202370,29,2022-02-21T17:00:00-03:00,2022-02-21T19:00:00-03:00,Visit,Cancelled
203114,29,2022-02-19T14:00:00-03:00,2022-02-19T16:00:00-03:00,Visit,Cancelled
199079,29,2022-02-19T12:15:00-03:00,2022-02-19T14:15:00-03:00,Visit,Cancelled
202334,29,2022-02-19T11:00:00-03:00,2022-02-19T13:00:00-03:00,Visit,Done
201690,29,2022-02-19T10:00:00-03:00,2022-02-19T12:00:00-03:00,Visit,Done
198636,29,2022-02-13T14:00:00-03:00,2022-02-13T16:00:00-03:00,Visit,Cancelled
196833,29,2022-02-12T18:00:00-03:00,2022-02-12T20:00:00-03:00,Visit,Done
174753,29,2022-01-15T12:00:00-03:00,2022-01-15T14:00:00-03:00,Visit,Cancelled
182662,30,2022-01-29T16:00:00-03:00,2022-01-29T18:00:00-03:00,Visit,Cancelled
187186,30,2022-01-28T16:00:00-03:00,2022-01-28T18:00:00-03:00,Visit,Cancelled
186923,30,2022-01-27T20:30:00-03:00,2022-01-27T22:00:00-03:00,Visit,Done
179701,30,2022-01-27T15:00:00-03:00,2022-01-27T17:00:00-03:00,Visit,Cancelled
180824,30,2022-01-25T20:00:00-03:00,2022-01-25T21:00:00-03:00,Visit,Cancelled
181858,30,2022-01-20T10:00:00-03:00,2022-01-20T17:00:00-03:00,Visit,Cancelled
180404,30,2022-01-19T19:00:00-03:00,2022-01-19T21:00:00-03:00,Visit,Cancelled
176728,31,2022-01-15T12:00:00-03:00,2022-01-15T14:00:00-03:00,Visit,Cancelled
176284,31,2022-01-17T18:00:00-03:00,2022-01-17T20:00:00-03:00,Visit,Cancelled
176635,31,2022-01-16T16:00:00-03:00,2022-01-16T18:00:00-03:00,Visit,Cancelled
175815,31,2022-01-14T12:00:00-03:00,2022-01-14T14:00:00-03:00,Visit,Done
175042,32,2022-01-14T13:00:00-03:00,2022-01-14T15:00:00-03:00,Visit,Cancelled
175466,32,2022-01-16T14:00:00-03:00,2022-01-16T16:00:00-03:00,Visit,Cancelled
176091,32,2022-01-18T20:00:00-03:00,2022-01-18T22:00:00-03:00,Visit,Cancelled
176671,32,2022-01-19T15:00:00-03:00,2022-01-19T17:00:00-03:00,Visit,Cancelled
174062,32,2022-01-12T10:30:00-03:00,2022-01-12T12:30:00-03:00,Visit,Done
172690,32,2022-01-14T10:00:00-03:00,2022-01-14T12:00:00-03:00,Visit,Done
173486,32,2022-01-14T15:00:00-03:00,2022-01-14T17:00:00-03:00,Visit,Cancelled
193261,33,2022-02-07T10:00:00-03:00,2022-02-07T12:00:00-03:00,Visit,Cancelled
194073,33,2022-02-07T14:00:00-03:00,2022-02-07T16:00:00-03:00,Visit,Done
180266,33,2022-01-30T15:00:00-03:00,2022-01-30T16:00:00-03:00,Visit,Done
187497,33,2022-01-28T14:00:00-03:00,2022-01-28T21:00:00-03:00,Visit,Cancelled
186033,34,2022-01-29T12:00:00-03:00,2022-01-29T14:00:00-03:00,Visit,Cancelled
187080,34,2022-01-28T11:00:00-03:00,2022-01-29T01:00:00-03:00,Visit,Done
186857,34,2022-01-28T11:30:00-03:00,2022-01-28T14:00:00-03:00,Visit,Done
180698,34,2022-01-22T20:00:00-03:00,2022-01-22T22:00:00-03:00,Visit,Cancelled
177506,34,2022-01-23T13:00:00-03:00,2022-01-23T15:00:00-03:00,Visit,Cancelled
178172,34,2022-01-21T18:00:00-03:00,2022-01-21T20:00:00-03:00,Visit,Cancelled
177505,34,2022-01-23T09:00:00-03:00,2022-01-23T11:00:00-03:00,Visit,Cancelled
178395,35,2022-01-23T14:00:00-03:00,2022-01-23T16:00:00-03:00,Visit,Cancelled
178645,35,2022-01-20T17:00:00-03:00,2022-01-20T19:00:00-03:00,Visit,Cancelled
178905,35,2022-01-24T11:00:00-03:00,2022-01-24T13:00:00-03:00,Visit,Cancelled
179134,35,2022-01-20T13:30:00-03:00,2022-01-20T14:30:00-03:00,Visit,Cancelled
178801,35,2022-01-24T17:00:00-03:00,2022-01-24T19:00:00-03:00,Visit,Cancelled
180023,35,2022-01-21T13:00:00-03:00,2022-01-21T15:00:00-03:00,Visit,Cancelled
180057,35,2022-01-25T18:00:00-03:00,2022-01-25T20:00:00-03:00,Visit,Cancelled
180337,35,2022-01-18T19:00:00-03:00,2022-01-18T21:00:00-03:00,Visit,Cancelled
179522,35,2022-01-18T15:30:00-03:00,2022-01-18T18:00:00-03:00,Visit,Done
179106,35,2022-01-18T10:00:00-03:00,2022-01-18T12:00:00-03:00,Visit,Cancelled
178848,36,2022-01-24T13:00:00-03:00,2022-01-24T15:00:00-03:00,Visit,Cancelled
178996,36,2022-01-25T11:00:00-03:00,2022-01-25T13:00:00-03:00,Visit,Cancelled
179708,36,2022-01-24T20:00:00-03:00,2022-01-24T22:00:00-03:00,Visit,Cancelled
179750,36,2022-01-24T18:00:00-03:00,2022-01-24T20:00:00-03:00,Visit,Cancelled
180248,36,2022-01-23T13:00:00-03:00,2022-01-23T15:00:00-03:00,Visit,Cancelled
181278,36,2022-01-20T22:00:00-03:00,2022-01-21T00:00:00-03:00,Visit,Cancelled
181518,36,2022-01-21T13:00:00-03:00,2022-01-21T15:00:00-03:00,Visit,Done
182613,37,2022-01-29T10:00:00-03:00,2022-01-29T12:00:00-03:00,Visit,Cancelled
183439,37,2022-01-25T17:00:00-03:00,2022-01-25T19:00:00-03:00,Visit,Done
181684,37,2022-01-23T17:15:00-03:00,2022-01-23T18:00:00-03:00,Visit,Done
183809,37,2022-01-23T17:10:00-03:00,2022-01-23T19:00:00-03:00,Visit,Done
178712,37,2022-01-23T17:00:00-03:00,2022-01-23T19:00:00-03:00,Visit,Done
179612,38,2022-01-21T16:00:00-03:00,2022-01-21T18:00:00-03:00,Visit,Cancelled
179676,38,2022-01-23T10:00:00-03:00,2022-01-23T12:00:00-03:00,Visit,Cancelled
180112,38,2022-01-21T16:30:00-03:00,2022-01-21T18:30:00-03:00,Visit,Cancelled
180829,38,2022-01-25T13:00:00-03:00,2022-01-25T15:00:00-03:00,Visit,Cancelled
181444,38,2022-01-29T13:00:00-03:00,2022-01-29T15:00:00-03:00,Visit,Cancelled
